Breach Submission Date,Country,Covered Entity Type,Individuals Affected,Breach Type,Breache location (Asset),Year
02/23/2022,US,Health Plan,10467,Unauthorized Access/Disclosure,Email,2022
02/23/2022,US,Healthcare Provider,33933,Hacking/IT Incident,Email,2022
02/23/2022,US,Healthcare Provider,538,Hacking/IT Incident,Email,2022
02/23/2022,US,Business Associate,14970,Hacking/IT Incident,Network Server,2022
02/23/2022,US,Healthcare Provider,656,Hacking/IT Incident,Email,2022
02/23/2022,US,Healthcare Provider,823,Hacking/IT Incident,Email,2022
02/23/2022,US,Healthcare Provider,1100,Hacking/IT Incident,Email,2022
02/22/2022,US,Healthcare Provider,213543,Hacking/IT Incident,Network Server,2022
02/22/2022,US,Healthcare Provider,27177,Unauthorized Access/Disclosure,Electronic Medical Record,2022
02/19/2022,US,Healthcare Provider,80000,Hacking/IT Incident,Network Server,2022
02/18/2022,US,Business Associate,87552,Hacking/IT Incident,Network Server,2022
02/18/2022,US,Healthcare Provider,3500,Hacking/IT Incident,Network Server,2022
02/17/2022,US,Healthcare Provider,5591,Hacking/IT Incident,Network Server,2022
02/17/2022,US,Business Associate,5746,Hacking/IT Incident,Network Server,2022
02/16/2022,US,Healthcare Provider,10373,Hacking/IT Incident,Network Server,2022
02/15/2022,US,Healthcare Provider,106752,Hacking/IT Incident,Email,2022
02/15/2022,US,Healthcare Provider,1130,Hacking/IT Incident,Email,2022
02/15/2022,US,Health Plan,893,Hacking/IT Incident,Network Server,2022
02/14/2022,US,Health Plan,2112,Hacking/IT Incident,Network Server,2022
02/14/2022,US,Healthcare Provider,630,Hacking/IT Incident,Email,2022
02/14/2022,US,Healthcare Provider,1039,Hacking/IT Incident,Email,2022
02/11/2022,US,Healthcare Provider,501,Hacking/IT Incident,Network Server,2022
02/11/2022,US,Healthcare Provider,582,Hacking/IT Incident,Email,2022
02/11/2022,US,Healthcare Provider,3892,Hacking/IT Incident,Network Server,2022
02/11/2022,US,Healthcare Provider,6221,Hacking/IT Incident,Network Server,2022
02/10/2022,US,Healthcare Provider,38000,Hacking/IT Incident,Network Server,2022
02/10/2022,US,Healthcare Provider,1298,Hacking/IT Incident,Email,2022
02/08/2022,US,Healthcare Provider,28776,Hacking/IT Incident,Email,2022
02/08/2022,US,Healthcare Provider,12000,Hacking/IT Incident,Network Server,2022
02/08/2022,US,Health Plan,812,Hacking/IT Incident,Network Server,2022
02/07/2022,US,Healthcare Provider,115670,Hacking/IT Incident,Network Server,2022
02/07/2022,US,Healthcare Provider,48126,Hacking/IT Incident,Network Server,2022
02/04/2022,US,Healthcare Provider,13320,Hacking/IT Incident,Network Server,2022
02/04/2022,US,Health Plan,588,Unauthorized Access/Disclosure,Paper/Films,2022
02/03/2022,US,Health Plan,8629,Unauthorized Access/Disclosure,Network Server,2022
02/01/2022,US,Business Associate,521046,Hacking/IT Incident,Network Server,2022
02/01/2022,US,Healthcare Provider,7614,Unauthorized Access/Disclosure,Electronic Medical Record,2022
01/31/2022,US,Healthcare Provider,14986,Hacking/IT Incident,Email,2022
01/28/2022,US,Healthcare Provider,17067,Hacking/IT Incident,Network Server,2022
01/28/2022,US,Healthcare Provider,31000,Hacking/IT Incident,Network Server,2022
01/26/2022,US,Healthcare Provider,18300,Unauthorized Access/Disclosure,Network Server,2022
01/24/2022,US,Health Plan,10023,Hacking/IT Incident,Network Server,2022
01/24/2022,US,Business Associate,800,Hacking/IT Incident,Network Server,2022
01/22/2022,US,Business Associate,1528,Hacking/IT Incident,Network Server,2022
01/22/2022,US,Business Associate,133997,Hacking/IT Incident,Network Server,2022
01/21/2022,US,Healthcare Provider,61595,Hacking/IT Incident,Email,2022
01/21/2022,US,Health Plan,591,Hacking/IT Incident,Network Server,2022
01/21/2022,US,Healthcare Provider,16590,Hacking/IT Incident,Network Server,2022
01/21/2022,US,Healthcare Provider,1471,Unauthorized Access/Disclosure,Paper/Films,2022
01/21/2022,US,Healthcare Provider,518,Unauthorized Access/Disclosure,Email,2022
01/21/2022,US,Healthcare Provider,15342,Hacking/IT Incident,Network Server,2022
01/21/2022,US,Healthcare Provider,68236,Hacking/IT Incident,Network Server,2022
01/20/2022,US,Business Associate,2459,Hacking/IT Incident,Network Server,2022
01/20/2022,US,Healthcare Provider,3475,Hacking/IT Incident,Network Server,2022
01/20/2022,US,Healthcare Provider,5239,Hacking/IT Incident,Network Server,2022
01/20/2022,US,Business Associate,2406,Hacking/IT Incident,Network Server,2022
01/20/2022,US,Business Associate,1659,Hacking/IT Incident,Other,2022
01/19/2022,US,Healthcare Provider,6132,Hacking/IT Incident,Network Server,2022
01/19/2022,US,Healthcare Provider,1010,Unauthorized Access/Disclosure,Paper/Films,2022
01/18/2022,US,Business Associate,1125,Unauthorized Access/Disclosure,Electronic Medical Record,2022
01/18/2022,US,Healthcare Provider,500,Hacking/IT Incident,Email,2022
01/17/2022,US,Healthcare Provider,4897,Hacking/IT Incident,Network Server,2022
01/14/2022,US,Healthcare Provider,1300,Hacking/IT Incident,Email,2022
01/14/2022,US,Business Associate,6215,Hacking/IT Incident,Network Server,2022
01/14/2022,US,Healthcare Provider,1117,Hacking/IT Incident,Email,2022
01/14/2022,US,Healthcare Provider,21601,Theft,Network Server,2022
01/14/2022,US,Healthcare Provider,1762,Hacking/IT Incident,Network Server,2022
01/14/2022,US,Business Associate,2051,Hacking/IT Incident,Network Server,2022
01/13/2022,US,Health Plan,6290,Unauthorized Access/Disclosure,Paper/Films,2022
01/13/2022,US,Health Plan,504,Unauthorized Access/Disclosure,Paper/Films,2022
01/13/2022,US,Health Plan,7632,Unauthorized Access/Disclosure,Paper/Films,2022
01/13/2022,US,Health Plan,791,Unauthorized Access/Disclosure,Paper/Films,2022
01/13/2022,US,Healthcare Provider,6050,Hacking/IT Incident,Network Server,2022
01/12/2022,US,Healthcare Provider,41692,Unauthorized Access/Disclosure,Desktop Computer,2022
01/11/2022,US,Business Associate,2364,Hacking/IT Incident,Network Server,2022
01/10/2022,US,Healthcare Provider,23627,Hacking/IT Incident,Email,2022
01/07/2022,US,Healthcare Provider,4769,Hacking/IT Incident,Email,2022
01/07/2022,US,Business Associate,134571,Hacking/IT Incident,Network Server,2022
01/07/2022,US,Business Associate,8181,Hacking/IT Incident,Network Server,2022
01/07/2022,US,Healthcare Provider,57730,Hacking/IT Incident,Network Server,2022
01/07/2022,US,Business Associate,86305,Hacking/IT Incident,Network Server,2022
01/06/2022,US,Business Associate,1383,Hacking/IT Incident,Email,2022
01/06/2022,US,Healthcare Provider,1141,Unauthorized Access/Disclosure,Paper/Films,2022
01/05/2022,US,Healthcare Provider,12186,Hacking/IT Incident,Email,2022
01/05/2022,US,Healthcare Provider,556,Hacking/IT Incident,Email,2022
01/03/2022,US,Healthcare Provider,105000,Hacking/IT Incident,Other,2022
01/03/2022,US,Healthcare Provider,9798,Hacking/IT Incident,Email,2022
01/03/2022,US,Healthcare Provider,53686,Hacking/IT Incident,Other,2022
01/03/2022,US,Healthcare Provider,5006,Hacking/IT Incident,Email,2022
01/02/2022,US,Healthcare Provider,1351431,Hacking/IT Incident,Network Server,2022
12/30/2021,US,Business Associate,500,Hacking/IT Incident,Network Server,2021
12/30/2021,US,Healthcare Provider,3805,Hacking/IT Incident,Network Server,2021
12/30/2021,US,Healthcare Provider,10438,Hacking/IT Incident,Network Server,2021
12/30/2021,US,Business Associate,12493,Hacking/IT Incident,Email,2021
12/30/2021,US,Healthcare Provider,1000,Hacking/IT Incident,Network Server,2021
12/30/2021,US,Health Plan,7032,Hacking/IT Incident,Network Server,2021
12/30/2021,US,Healthcare Provider,9880,Hacking/IT Incident,Network Server,2021
12/30/2021,US,Healthcare Provider,16934,Hacking/IT Incident,Email,2021
12/29/2021,US,Business Associate,2138,Hacking/IT Incident,Network Server,2021
12/29/2021,US,Business Associate,14099,Hacking/IT Incident,Network Server,2021
12/28/2021,US,Healthcare Provider,5269,Hacking/IT Incident,Network Server,2021
12/28/2021,US,Healthcare Provider,1624,Hacking/IT Incident,Network Server,2021
12/28/2021,US,Healthcare Provider,1729,Loss,Paper/Films,2021
12/27/2021,US,Healthcare Provider,212509,Unauthorized Access/Disclosure,Other,2021
12/27/2021,US,Healthcare Provider,1352,Loss,Paper/Films,2021
12/27/2021,US,Healthcare Provider,79943,Hacking/IT Incident,Network Server,2021
12/23/2021,US,Healthcare Provider,39447,Hacking/IT Incident,Network Server,2021
12/23/2021,US,Health Plan,1509,Hacking/IT Incident,Network Server,2021
12/23/2021,US,Health Plan,7000,Hacking/IT Incident,Network Server,2021
12/22/2021,US,Health Plan,184500,Hacking/IT Incident,Network Server,2021
12/22/2021,US,Healthcare Provider,1310,Hacking/IT Incident,Email,2021
12/21/2021,US,Health Plan,20579,Hacking/IT Incident,Email,2021
12/21/2021,US,Health Plan,5015,Hacking/IT Incident,Network Server,2021
12/21/2021,US,Healthcare Provider,6787,Hacking/IT Incident,Network Server,2021
12/21/2021,US,Healthcare Provider,777,Theft,Paper/Films,2021
12/21/2021,US,Healthcare Provider,398164,Hacking/IT Incident,Email,2021
12/21/2021,US,Healthcare Provider,1553,Theft,Paper/Films,2021
12/21/2021,US,Business Associate,1844,Hacking/IT Incident,Network Server,2021
12/21/2021,US,Business Associate,901,Hacking/IT Incident,Network Server,2021
12/20/2021,US,Healthcare Provider,934,Improper Disposal,Other Portable Electronic Device,2021
12/20/2021,US,Healthcare Provider,106910,Hacking/IT Incident,Email,2021
12/17/2021,US,Healthcare Provider,500,Hacking/IT Incident,Network Server,2021
12/17/2021,US,Healthcare Provider,500,Hacking/IT Incident,Network Server,2021
12/16/2021,US,Healthcare Provider,12053,Hacking/IT Incident,Network Server,2021
12/16/2021,US,Health Plan,3416,Hacking/IT Incident,Network Server,2021
12/14/2021,US,Health Plan,576,Hacking/IT Incident,Network Server,2021
12/13/2021,US,Healthcare Provider,42612,Hacking/IT Incident,Network Server,2021
12/10/2021,US,Healthcare Provider,535489,Hacking/IT Incident,Network Server,2021
12/10/2021,US,Healthcare Provider,350000,Hacking/IT Incident,Network Server,2021
12/09/2021,US,Healthcare Provider,8059,Hacking/IT Incident,Email,2021
12/09/2021,US,Healthcare Provider,2096,Hacking/IT Incident,Email,2021
12/08/2021,US,Healthcare Provider,5356,Hacking/IT Incident,Email,2021
12/08/2021,US,Healthcare Provider,1387,Hacking/IT Incident,Email,2021
12/07/2021,US,Healthcare Provider,714,Hacking/IT Incident,Email,2021
12/07/2021,US,Healthcare Provider,12938,Unauthorized Access/Disclosure,Email,2021
12/07/2021,US,Healthcare Provider,4910,Hacking/IT Incident,Network Server,2021
12/07/2021,US,Healthcare Provider,1510,Hacking/IT Incident,Email,2021
12/06/2021,US,Healthcare Provider,750500,Hacking/IT Incident,Network Server,2021
12/03/2021,US,Health Plan,4109,Unauthorized Access/Disclosure,Email,2021
12/03/2021,US,Business Associate,50119,Hacking/IT Incident,Network Server,2021
12/03/2021,US,Healthcare Provider,883,Unauthorized Access/Disclosure,Electronic Medical Record,2021
12/03/2021,US,Business Associate,2297,Hacking/IT Incident,Network Server,2021
12/03/2021,US,Business Associate,2711,Hacking/IT Incident,Network Server,2021
12/03/2021,US,Business Associate,15814,Hacking/IT Incident,Network Server,2021
12/03/2021,US,Health Plan,868,Hacking/IT Incident,Network Server,2021
12/03/2021,US,Healthcare Provider,4037,Unauthorized Access/Disclosure,Other,2021
12/01/2021,US,Health Plan,4110,Hacking/IT Incident,Network Server,2021
12/01/2021,US,Healthcare Provider,2916,Hacking/IT Incident,Email,2021
11/30/2021,US,Healthcare Provider,409759,Hacking/IT Incident,Network Server,2021
11/30/2021,US,Business Associate,29454,Hacking/IT Incident,Network Server,2021
11/30/2021,US,Healthcare Provider,1647,Unauthorized Access/Disclosure,Email,2021
11/29/2021,US,Business Associate,103576,Hacking/IT Incident,Network Server,2021
11/29/2021,US,Health Plan,49608,Hacking/IT Incident,Network Server,2021
11/29/2021,US,Healthcare Provider,21450,Hacking/IT Incident,Email,2021
11/29/2021,US,Health Plan,3171,Hacking/IT Incident,Email,2021
11/29/2021,US,Healthcare Provider,2915,Theft,Other Portable Electronic Device,2021
11/29/2021,US,Healthcare Provider,45000,Hacking/IT Incident,Network Server,2021
11/29/2021,US,Healthcare Provider,501,Hacking/IT Incident,Network Server,2021
11/26/2021,US,Healthcare Provider,1958,Hacking/IT Incident,Network Server,2021
11/24/2021,US,Healthcare Provider,5114,Hacking/IT Incident,Network Server,2021
11/24/2021,US,Healthcare Provider,12925,Unauthorized Access/Disclosure,Electronic Medical Record,2021
11/24/2021,US,Healthcare Provider,1900,Unauthorized Access/Disclosure,Paper/Films,2021
11/24/2021,US,Healthcare Provider,394506,Hacking/IT Incident,Network Server,2021
11/24/2021,US,Healthcare Provider,723,Unauthorized Access/Disclosure,Email,2021
11/23/2021,US,Healthcare Provider,18052,Hacking/IT Incident,Network Server,2021
11/23/2021,US,Healthcare Provider,80915,Hacking/IT Incident,Electronic Medical Record,2021
11/23/2021,US,Healthcare Provider,122806,Hacking/IT Incident,Network Server,2021
11/22/2021,US,Healthcare Provider,39865,Hacking/IT Incident,Network Server,2021
11/22/2021,US,Business Associate,659,Hacking/IT Incident,Network Server,2021
11/19/2021,US,Healthcare Provider,5425,Hacking/IT Incident,Network Server,2021
11/19/2021,US,Healthcare Provider,791,Hacking/IT Incident,Email,2021
11/19/2021,US,Healthcare Provider,500,Hacking/IT Incident,Network Server,2021
11/19/2021,US,Healthcare Provider,15650,Hacking/IT Incident,Email,2021
11/19/2021,US,Business Associate,2003,Hacking/IT Incident,Network Server,2021
11/19/2021,US,Healthcare Provider,72121,Hacking/IT Incident,Network Server,2021
11/19/2021,US,Health Plan,1520,Hacking/IT Incident,Network Server,2021
11/18/2021,US,Healthcare Provider,4133,Hacking/IT Incident,Network Server,2021
11/17/2021,US,Healthcare Provider,501,Hacking/IT Incident,Network Server,2021
11/17/2021,US,Health Plan,62983,Hacking/IT Incident,Network Server,2021
11/17/2021,US,Healthcare Provider,4339,Hacking/IT Incident,Email,2021
11/15/2021,US,Business Associate,1553,Unauthorized Access/Disclosure,Paper/Films,2021
11/15/2021,US,Business Associate,688,Unauthorized Access/Disclosure,Other,2021
11/12/2021,US,Healthcare Provider,39962,Unauthorized Access/Disclosure,Network Server,2021
11/12/2021,US,Healthcare Provider,25697,Hacking/IT Incident,Email,2021
11/12/2021,US,Healthcare Provider,18500,Hacking/IT Incident,Network Server,2021
11/12/2021,US,Healthcare Provider,2686,Theft,Laptop,2021
11/11/2021,US,Healthcare Provider,21162,Hacking/IT Incident,Network Server,2021
11/11/2021,US,Health Plan,2235,Hacking/IT Incident,Network Server,2021
11/11/2021,US,Healthcare Provider,67000,Hacking/IT Incident,Electronic Medical Record,2021
11/10/2021,US,Healthcare Provider,661,Hacking/IT Incident,Network Server,2021
11/10/2021,US,Healthcare Provider,3754,Hacking/IT Incident,Email,2021
11/09/2021,US,Health Plan,1823,Hacking/IT Incident,Network Server,2021
11/09/2021,US,Healthcare Provider,3245,Hacking/IT Incident,Electronic Medical Record,2021
11/09/2021,US,Healthcare Provider,11603,Hacking/IT Incident,Network Server,2021
11/09/2021,US,Business Associate,17197,Hacking/IT Incident,Email,2021
11/08/2021,US,Health Plan,623,Unauthorized Access/Disclosure,Paper/Films,2021
11/05/2021,US,Business Associate,19725,Hacking/IT Incident,Network Server,2021
11/05/2021,US,Healthcare Provider,137820,Hacking/IT Incident,Network Server,2021
11/05/2021,US,Healthcare Provider,946,Unauthorized Access/Disclosure,Electronic Medical Record,2021
11/05/2021,US,Healthcare Provider,9142,Hacking/IT Incident,Email,2021
11/05/2021,US,Healthcare Provider,10067,Unauthorized Access/Disclosure,Other,2021
11/05/2021,US,Business Associate,2000,Hacking/IT Incident,Network Server,2021
11/05/2021,US,Healthcare Provider,11672,Hacking/IT Incident,Network Server,2021
11/05/2021,US,Healthcare Provider,96000,Hacking/IT Incident,Network Server,2021
11/05/2021,US,Healthcare Provider,5381,Unauthorized Access/Disclosure,Email,2021
11/05/2021,US,Healthcare Provider,28000,Hacking/IT Incident,Network Server,2021
11/04/2021,US,Health Plan,1965,Hacking/IT Incident,Network Server,2021
11/04/2021,US,Healthcare Provider,65267,Hacking/IT Incident,Email,2021
11/03/2021,US,Business Associate,48583,Hacking/IT Incident,Network Server,2021
11/03/2021,US,Healthcare Provider,6916,Hacking/IT Incident,Network Server,2021
11/03/2021,US,Healthcare Provider,1620,Hacking/IT Incident,Network Server,2021
11/03/2021,US,Healthcare Provider,45262,Hacking/IT Incident,Network Server,2021
11/03/2021,US,Healthcare Provider,582170,Hacking/IT Incident,Network Server,2021
11/02/2021,US,Healthcare Provider,30000,Hacking/IT Incident,Network Server,2021
11/02/2021,US,Healthcare Provider,500,Hacking/IT Incident,Email,2021
11/02/2021,US,Healthcare Provider,47660,Hacking/IT Incident,Network Server,2021
11/01/2021,US,Healthcare Provider,1193,Unauthorized Access/Disclosure,Email,2021
10/30/2021,US,Healthcare Provider,688000,Hacking/IT Incident,Network Server,2021
10/30/2021,US,Healthcare Provider,6000,Hacking/IT Incident,Network Server,2021
10/29/2021,US,Healthcare Provider,8412,Hacking/IT Incident,Network Server,2021
10/29/2021,US,Business Associate,501,Hacking/IT Incident,Network Server,2021
10/29/2021,US,Healthcare Provider,6540,Hacking/IT Incident,Email,2021
10/28/2021,US,Healthcare Provider,33437,Hacking/IT Incident,Network Server,2021
10/28/2021,US,Healthcare Provider,12306,Hacking/IT Incident,Network Server,2021
10/27/2021,US,Business Associate,5505,Theft,Other Portable Electronic Device,2021
10/27/2021,US,Health Plan,2841,Hacking/IT Incident,Network Server,2021
10/27/2021,US,Health Plan,672,Hacking/IT Incident,Network Server,2021
