CVE-2010-5310,"The Acquisition Workstation for the GE Healthcare Revolution XQ/i has a password of adw3.1 for the sdc user, which has unspecified impact and attack vectors. NOTE: it is not clear whether this password is default, hardcoded, or dependent on another system or product that requires a fixed value. Published:  August 04, 2015; 10:59:13 AM -0400",V3.x:(not available) V2.0: 10.0 HIGH
CVE-2010-5309,"GE Healthcare CADStream Server has a default password of confirma for the admin user, which has unspecified impact and attack vectors. Published:  August 04, 2015; 10:59:12 AM -0400",V3.x:(not available) V2.0: 10.0 HIGH
CVE-2010-5308,"GE Healthcare Optima MR360 does not require authentication for the HIPAA emergency login procedure, which allows physically proximate users to gain access via an arbitrary username in the Emergency Login screen. NOTE: this might not qualify for inclusion in CVE if unauthenticated emergency access is part of the intended security policy of the product, can be controlled by the system administrator, and is not enabled by default. Published:  August 04, 2015; 10:59:11 AM -0400",V3.x:(not available) V2.0: 10.0 HIGH
CVE-2010-5307,"The HIPAA configuration interface in GE Healthcare Optima MR360 has a password of (1) operator for the root account, (2) adw2.0 for the admin account, and (3) adw2.0 for the sdc account, which has unspecified impact and attack vectors. NOTE: it is not clear whether these passwords are default, hardcoded, or dependent on another system or product that requires a fixed value. Published:  August 04, 2015; 10:59:10 AM -0400",V3.x:(not available) V2.0: 10.0 HIGH
CVE-2010-5306,"GE Healthcare Optima CT680, CT540, CT640, and CT520 has a default password of #bigguy for the root user, which has unspecified impact and attack vectors. Published:  August 04, 2015; 10:59:09 AM -0400",V3.x:(not available) V2.0: 10.0 HIGH
CVE-2009-5143,"GE Healthcare Discovery 530C has a password of #bigguy1 for the (1) acqservice user and (2) wsservice user of the Xeleris System, which has unspecified impact and attack vectors. NOTE: it is not clear whether this password is default, hardcoded, or dependent on another system or product that requires a fixed value. Published:  August 04, 2015; 10:59:08 AM -0400",V3.x:(not available) V2.0: 10.0 HIGH
CVE-2007-6757,"GE Healthcare Centricity DMS 4.2, 4.1, and 4.0 has a password of Muse!Admin for the Museadmin user, which has unspecified impact and attack vectors. NOTE: it is not clear whether this password is default, hardcoded, or dependent on another system or product that requires a fixed value. Published:  August 04, 2015; 10:59:07 AM -0400",V3.x:(not available) V2.0: 10.0 HIGH
CVE-2006-7253,"GE Healthcare Infinia II has a default password of (1) infinia for the infinia user, (2) #bigguy1 for the acqservice user, (3) dont4get2 for the Administrator user, (4) #bigguy1 for the emergency user, and (5) 2Bfamous for the InfiniaAdmin user, which has unspecified impact and attack vectors. Published:  August 04, 2015; 10:59:06 AM -0400",V3.x:(not available) V2.0: 10.0 HIGH
CVE-2004-2777,"GE Healthcare Centricity Image Vault 3.x has a password of (1) gemnet for the administrator account, (2) webadmin for the webadmin administrator account of the ASACA DVD library, (3) an empty value for the gemsservice account of the Ultrasound Database, and possibly (4) gemnet2002 for the gemnet2002 account of the GEMNet license server, which has unspecified impact and attack vectors. NOTE: it is not clear whether this password is default, hardcoded, or dependent on another system or product that requires a fixed value. Published:  August 04, 2015; 10:59:05 AM -0400",V3.x:(not available) V2.0: 10.0 HIGH
CVE-2003-1603,"GE Healthcare Discovery VH has a default password of (1) interfile for the ftpclient user of the Interfile server or (2) ""2"" for the LOCAL user of the FTP server for the Codonics printer, which has unspecified impact and attack vectors. Published:  August 04, 2015; 10:59:04 AM -0400",V3.x:(not available) V2.0: 10.0 HIGH
CVE-2002-2446,"GE Healthcare Millennium MG, NC, and MyoSIGHT has a password of insite.genieacq for the insite account that cannot be changed without disabling product functionality for remote InSite support, which has unspecified impact and attack vectors. Published:  August 04, 2015; 10:59:02 AM -0400",V3.x:(not available) V2.0: 10.0 HIGH
Vuln ID,Summary,CVSS Severity
CVE-2002-2445,"GE Healthcare Millennium MG, NC, and MyoSIGHT has a default password of (1) root.genie for the root user, (2) ""service."" for the service user, (3) admin.genie for the admin user, (4) reboot for the reboot user, and (5) shutdown for the shutdown user, which has unspecified impact and attack vectors. Published:  August 04, 2015; 10:59:01 AM -0400",V3.x:(not available) V2.0: 10.0 HIGH
CVE-2001-1594,"GE Healthcare eNTEGRA P&R has a password of (1) entegra for the entegra user, (2) passme for the super user of the Polestar/Polestar-i Starlink 4 upgrade, (3) 0 for the entegra user of the Codonics printer FTP service, (4) eNTEGRA for the eNTEGRA P&R user account, (5) insite for the WinVNC Login, and possibly other accounts, which has unspecified impact and attack vectors. NOTE: it is not clear whether this password is default, hardcoded, or dependent on another system or product that requires a fixed value. Published:  August 04, 2015; 10:59:00 AM -0400",V3.x:(not available) V2.0: 10.0 HIGH
CVE-2015-2814,"SAP EMR Unwired (com.sap.mobile.healthcare.emr.v2) and Clinical Task Tracker (com.sap.mobile.healthcare.ctt) does not properly restrict access, which allows remote attackers to change the backendurl, clientid, ssourl, and infopageurl settings via unspecified vectors, aka SAP Security Note 2117079. Published:  April 01, 2015; 10:59:12 AM -0400",V3.x:(not available) V2.0: 6.4 MEDIUM
CVE-2014-0348,"The Artiva Agency Single Sign-On (SSO) implementation in Artiva Workstation 1.3.x before 1.3.9, Artiva Rm 3.1 MR7, Artiva Healthcare 5.2 MR5, and Artiva Architect 3.2 MR5, when the domain-name option is enabled, allows remote attackers to login to arbitrary domain accounts by using the corresponding username on a Windows client machine. Published:  April 15, 2014; 6:55:11 AM -0400",V3.x:(not available) V2.0: 3.5 LOW
CVE-2013-3061,"The ISHMED-PATRED_TRANSACT_RFCCALL function in the IS-H Industry-Specific Component Hospital subsystem in SAP Healthcare Industry Solution, and the SAP ERP central component (aka ECC 6), allows remote authenticated users to bypass intended transaction restrictions via unspecified vectors. Published:  May 01, 2013; 8:00:10 AM -0400",V3.x:(not available) V2.0: 6.5 MEDIUM
Vuln ID,Summary,CVSS Severity
CVE-2022-34590,"Hospital Management System v1.0 was discovered to contain a SQL injection vulnerability via the editid parameter in /HMS/admin.php. Published:  July 20, 2022; 5:15:08 PM -0400",V3.1: 7.2 HIGH  V2.0:(not available)
CVE-2022-32095,"Hospital Management System v1.0 was discovered to contain a SQL injection vulnerability via the editid parameter at orders.php. Published:  July 01, 2022; 5:15:08 PM -0400",V3.1: 9.8 CRITICAL  V2.0: 7.5 HIGH
CVE-2022-32094,"Hospital Management System v1.0 was discovered to contain a SQL injection vulnerability via the loginid parameter at doctorlogin.php. Published:  July 01, 2022; 5:15:08 PM -0400",V3.1: 9.8 CRITICAL  V2.0: 7.5 HIGH
CVE-2022-32093,"Hospital Management System v1.0 was discovered to contain a SQL injection vulnerability via the loginid parameter at adminlogin.php. Published:  July 01, 2022; 5:15:08 PM -0400",V3.1: 9.8 CRITICAL  V2.0: 7.5 HIGH
CVE-2022-32337,"Hospital's Patient Records Management System v1.0 is vulnerable to SQL Injection via /hprms/admin/patients/manage_patient.php?id=. Published:  June 14, 2022; 1:15:08 PM -0400",V3.1: 9.8 CRITICAL  V2.0: 7.5 HIGH
CVE-2022-32352,"Hospital's Patient Records Management System v1.0 is vulnerable to SQL Injection via /hprms/classes/Master.php?f=delete_patient_admission. Published:  June 14, 2022; 12:15:09 PM -0400",V3.1: 9.8 CRITICAL  V2.0: 7.5 HIGH
CVE-2022-32351,"Hospital's Patient Records Management System v1.0 is vulnerable to SQL Injection via /hprms/classes/Master.php?f=delete_message. Published:  June 14, 2022; 12:15:09 PM -0400",V3.1: 7.2 HIGH  V2.0: 6.5 MEDIUM
CVE-2022-32350,"Hospital's Patient Records Management System v1.0 is vulnerable to SQL Injection via /hprms/classes/Master.php?f=delete_room_type. Published:  June 14, 2022; 12:15:09 PM -0400",V3.1: 7.2 HIGH  V2.0: 6.5 MEDIUM
CVE-2022-32349,"Hospital's Patient Records Management System v1.0 is vulnerable to SQL Injection via /hprms/classes/Master.php?f=delete_patient_history. Published:  June 14, 2022; 12:15:09 PM -0400",V3.1: 7.2 HIGH  V2.0: 6.5 MEDIUM
CVE-2022-32348,"Hospital's Patient Records Management System v1.0 is vulnerable to SQL Injection via /hprms/classes/Master.php?f=delete_doctor. Published:  June 14, 2022; 12:15:09 PM -0400",V3.1: 7.2 HIGH  V2.0: 6.5 MEDIUM
CVE-2022-32347,"Hospital's Patient Records Management System v1.0 is vulnerable to SQL Injection via /hprms/classes/Master.php?f=delete_room. Published:  June 14, 2022; 12:15:09 PM -0400",V3.1: 7.2 HIGH  V2.0: 6.5 MEDIUM
CVE-2022-32346,"Hospital's Patient Records Management System v1.0 is vulnerable to SQL Injection via /hprms/admin/rooms/view_room.php?id=. Published:  June 14, 2022; 12:15:09 PM -0400",V3.1: 7.2 HIGH  V2.0: 6.5 MEDIUM
CVE-2022-32345,"Hospital's Patient Records Management System v1.0 is vulnerable to SQL Injection via /hprms/admin/rooms/manage_room.php?id=. Published:  June 14, 2022; 12:15:08 PM -0400",V3.1: 7.2 HIGH  V2.0: 6.5 MEDIUM
CVE-2022-32344,"Hospital's Patient Records Management System v1.0 is vulnerable to SQL Injection via /hprms/classes/Master.php?f=delete_patient. Published:  June 14, 2022; 12:15:08 PM -0400",V3.1: 7.2 HIGH  V2.0: 6.5 MEDIUM
CVE-2022-32343,"Hospital's Patient Records Management System v1.0 is vulnerable to SQL Injection via hprms/admin/room_types/manage_room_type.php?id=. Published:  June 14, 2022; 12:15:08 PM -0400",V3.1: 7.2 HIGH  V2.0: 6.5 MEDIUM
CVE-2022-32342,"Hospital's Patient Records Management System v1.0 is vulnerable to SQL Injection via /hprms/admin/room_types/view_room_type.php?id=. Published:  June 14, 2022; 12:15:08 PM -0400",V3.1: 7.2 HIGH  V2.0: 6.5 MEDIUM
CVE-2022-32341,"Hospital's Patient Records Management System v1.0 is vulnerable to SQL Injection via /hprms/admin/?page=user/manage_user&id=. Published:  June 14, 2022; 12:15:08 PM -0400",V3.1: 7.2 HIGH  V2.0: 6.5 MEDIUM
CVE-2022-32340,"Hospital's Patient Records Management System v1.0 is vulnerable to SQL Injection via /hprms/admin/?page=patients/view_patient&id=. Published:  June 14, 2022; 12:15:08 PM -0400",V3.1: 7.2 HIGH  V2.0: 6.5 MEDIUM
CVE-2022-32339,"Hospital's Patient Records Management System v1.0 is vulnerable to SQL Injection via /hprms/admin/doctors/view_doctor.php?id=. Published:  June 14, 2022; 12:15:08 PM -0400",V3.1: 7.2 HIGH  V2.0: 6.5 MEDIUM
CVE-2022-32338,"Hospital's Patient Records Management System v1.0 is vulnerable to SQL Injection via /hprms/admin/doctors/manage_doctor.php?id=. Published:  June 14, 2022; 12:15:08 PM -0400",V3.1: 7.2 HIGH  V2.0: 6.5 MEDIUM
Vuln ID,Summary,CVSS Severity
CVE-2021-44095,"A SQL injection vulnerability exists in ProjectWorlds Hospital Management System in php 1.0 on login page that allows a remote attacker to compromise Application SQL database. Published:  June 02, 2022; 10:15:31 AM -0400",V3.1: 9.8 CRITICAL  V2.0: 7.5 HIGH
CVE-2022-30516,"In Hospital-Management-System v1.0, the editid parameter in the doctor.php page is vulnerable to SQL injection attacks. Published:  May 26, 2022; 1:15:09 PM -0400",V3.1: 9.8 CRITICAL  V2.0: 7.5 HIGH
CVE-2022-28929,"Hospital Management System v1.0 was discovered to contain a SQL injection vulnerability via the delid parameter at viewtreatmentrecord.php. Published:  May 15, 2022; 12:15:07 PM -0400",V3.1: 9.8 CRITICAL  V2.0: 7.5 HIGH
CVE-2022-30449,"Hospital Management System in PHP with Source Code (HMS) 1.0 was discovered to contain a SQL injection vulnerability via the editid parameter in room.php. Published:  May 11, 2022; 3:15:07 PM -0400",V3.1: 9.8 CRITICAL  V2.0: 7.5 HIGH
CVE-2022-30448,"Hospital Management System in PHP with Source Code (HMS) 1.0 was discovered to contain a File upload vulnerability in treatmentrecord.php. Published:  May 11, 2022; 3:15:07 PM -0400",V3.1: 9.8 CRITICAL  V2.0: 7.5 HIGH
CVE-2022-27420,"Hospital Management System v1.0 was discovered to contain a SQL injection vulnerability via the patient_contact parameter in patientsearch.php. Published:  May 03, 2022; 11:15:07 PM -0400",V3.1: 9.8 CRITICAL  V2.0: 7.5 HIGH
